Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
317,2766583491,kjehn12,0,85.4,P Lance McCullers Jr. P Adam Wainwright OF Bryce Harper SS Tim Anderson OF Yordan Alvarez 2B Jean Segura OF Adam Engel C Zack Collins 1B Miguel Cabrera 3B Jake Burger,,,
317,2766587592,gmcculloch3,0,85.4,P Lance McCullers Jr. P Jordan Lyles C Will Smith OF Giancarlo Stanton 1B Darin Ruf 3B Wilmer Flores OF Max Kepler OF Austin Slater SS Amed Rosario 2B Donovan Solano,,,
325,2766457623,Menace416,0,85.35,P Dylan Cease P Erick Fedde 1B Vladimir Guerrero Jr. 2B Marcus Semien OF George Springer OF Kyle Tucker SS Didi Gregorius 3B Cavan Biggio OF Michael Brantley C Tres Barrera,,,
326,2766349283,E.West31,0,85.3,P Kyle Hendricks P Dylan Cease SS Chris Taylor OF AJ Pollock OF Teoscar Hernández 1B Nate Lowe OF Zach McKinstry 3B Cavan Biggio 2B Nico Hoerner C Danny Jansen,,,
327,2766594114,gmill11,0,85.2,P Lance McCullers Jr. P Julio Urías SS Trea Turner OF Juan Soto 3B Yoán Moncada 1B Yuli Gurriel 2B Alcides Escobar OF Greg Allen OF Travis Jankowski C Tres Barrera,,,
328,2766235029,LTDOG24,0,84.7,P Lance McCullers Jr. P Dylan Cease OF Juan Soto SS Tim Anderson 2B Jonathan Schoop OF Robbie Grossman 3B Cavan Biggio OF Akil Baddoo 1B Miguel Cabrera C Grayson Greiner,,,
328,2766427117,majonesogtomat,0,84.7,P Lance McCullers Jr. P Dylan Cease OF Juan Soto 1B Rhys Hoskins OF Bryce Harper SS Tim Anderson 2B Brad Miller 3B Josh Harrison OF Danny Santana C Tres Barrera,,,
328,2766550267,Titansjls07,0,84.7,P Lance McCullers Jr. P Dylan Cease 1B Vladimir Guerrero Jr. SS Bo Bichette OF George Springer OF Teoscar Hernández 3B Cavan Biggio 2B Alcides Escobar C Tres Barrera OF Gerardo Parra,,,
328,2766609942,convict515,0,84.7,P Lance McCullers Jr. P Dylan Cease SS Bo Bichette C Gary Sánchez 1B Yuli Gurriel OF Adolis García OF Kyle Tucker 2B Jean Segura OF Akil Baddoo 3B Brock Holt,,,
332,2766098066,cornbreadandgreens,0,84.65,P Lance McCullers Jr. 1B Vladimir Guerrero Jr. SS Trea Turner 2B Marcus Semien OF Juan Soto 3B Yoán Moncada OF Kyle Tucker C Tres Barrera OF Gerardo Parra P Asher Wojciechowski,,,
332,2766390361,Pal0012,0,84.65,P Lance McCullers Jr. 1B Vladimir Guerrero Jr. 2B Marcus Semien 3B Nolan Arenado SS Bo Bichette OF Teoscar Hernández OF Tyler O'Neill OF Dylan Carlson C Danny Jansen P Asher Wojciechowski,,,
332,2766498216,mandyrules,0,84.65,P Lance McCullers Jr. SS Trea Turner OF Juan Soto OF Nelson Cruz 1B Jonathan Schoop C Gary Sánchez 2B Tommy Edman OF Robbie Grossman 3B Josh Harrison P Asher Wojciechowski,,,
335,2766045882,CraigV1130,0,84.5,P Robbie Ray P Dylan Cease 1B Rhys Hoskins OF Bryce Harper C J.T. Realmuto 3B Cavan Biggio 2B Jean Segura OF Andrew McCutchen SS Harold Castro OF Harrison Bader,,,
336,2765983504,mike_hnatiuk,0,84.4,P Lance McCullers Jr. P Adam Wainwright OF Juan Soto OF Joey Gallo SS Xander Bogaerts 1B Jonathan Schoop 2B Kiké Hernández 3B Josh Harrison C Tres Barrera OF Gerardo Parra,,,
336,2766166133,tdotmcghee,0,84.4,P Adam Wainwright P Dylan Cease OF Juan Soto SS Tim Anderson 2B Jonathan Schoop 1B Darin Ruf OF Adam Engel C Zack Collins OF Andrew Vaughn 3B Jake Burger,,,
336,2766270562,Thegoldcobra,0,84.4,P Lance McCullers Jr. P Jordan Lyles 1B Vladimir Guerrero Jr. OF Yordan Alvarez SS Xander Bogaerts OF George Springer OF Kyle Tucker 3B Cavan Biggio 2B Brad Miller C Tres Barrera,,,
336,2766321502,mabrashier,0,84.4,P Lance McCullers Jr. P Adam Wainwright OF Yordan Alvarez 2B Jose Altuve SS Carlos Correa OF Kyle Tucker C John Hicks OF Michael Brantley 3B Josh Harrison 1B Danny Santana,,,
336,2766353901,All_Day_LJ,0,84.4,P Lance McCullers Jr. P Adam Wainwright SS Bo Bichette OF Adolis García 1B Nate Lowe OF Kyle Tucker C John Hicks 2B Jean Segura OF Michael Brantley 3B Isan Díaz,,,
336,2766500035,midlak1,0,84.4,P Lance McCullers Jr. P Adam Wainwright OF Bryce Harper OF Yordan Alvarez 1B Yuli Gurriel OF Kyle Tucker SS Didi Gregorius 2B Brad Miller C Martín Maldonado 3B Ronald Torreyes,,,
336,2766588479,jon70,0,84.4,P Adam Wainwright P Dylan Cease OF Joey Gallo 2B Jonathan Schoop 3B Jeimer Candelario OF Adolis García 1B Nate Lowe C John Hicks OF Akil Baddoo SS Harold Castro,,,
336,2766591268,Pigskinkilla,0,84.4,P Dylan Cease P Jordan Lyles OF Juan Soto 1B Rhys Hoskins OF Bryce Harper OF Giancarlo Stanton C Gary Sánchez SS Gleyber Torres 2B Alcides Escobar 3B Isan Díaz,,,
344,2766493584,jmoney5252,0,84.350006,P Adam Wainwright 1B Max Muncy SS Trea Turner OF Nelson Cruz OF Yordan Alvarez 2B Jose Altuve C John Hicks 3B Abraham Toro OF Josh Harrison P Asher Wojciechowski,,,
345,2766362034,Ddohnalek,0,83.75,P Lance McCullers Jr. P Matt Manning C Willson Contreras OF Yordan Alvarez 2B Jose Altuve SS Carlos Correa 3B Patrick Wisdom OF Kyle Tucker 1B Anthony Rizzo OF Michael Brantley,,,
346,2766225227,bmoore44,0,83.7,P Lance McCullers Jr. P Dylan Cease SS Trea Turner OF Juan Soto 1B Jonathan Schoop OF Robbie Grossman OF Akil Baddoo 2B Alcides Escobar 3B Isan Díaz C Tres Barrera,,,
346,2766555210,Ptrav11,0,83.7,P Lance McCullers Jr. P Dylan Cease OF Yordan Alvarez 2B Jose Altuve SS Carlos Correa OF Kyle Tucker C John Hicks 3B Abraham Toro OF Akil Baddoo 1B Matt Beaty,,,
346,2766610544,bgrier85,0,83.7,P Lance McCullers Jr. P Dylan Cease 1B Vladimir Guerrero Jr. 2B Marcus Semien SS Bo Bichette OF Teoscar Hernández OF Andrew McCutchen 3B Ronald Torreyes OF Josh Harrison C Tres Barrera,,,
349,2765811103,motown19,0,83.5,P Logan Webb P Dylan Cease OF Juan Soto SS Tim Anderson 1B José Abreu 2B Jonathan Schoop 3B Cavan Biggio OF Akil Baddoo OF Josh Harrison C Tres Barrera,,,
349,2765925953,tinderella,0,83.5,P Lance McCullers Jr. P Robbie Ray OF Bryce Harper SS Bo Bichette 3B Jeimer Candelario OF Robbie Grossman 2B Jean Segura OF Akil Baddoo 1B Miguel Cabrera C Grayson Greiner,,,
349,2766238379,DCRiBBZ,0,83.5,P Lance McCullers Jr. P Robbie Ray 1B Rhys Hoskins OF Bryce Harper C J.T. Realmuto SS Didi Gregorius 2B Jean Segura 3B Josh Harrison OF Greg Allen OF Matt Beaty,,,
349,2766484555,antv1487,0,83.5,P Lance McCullers Jr. P Robbie Ray SS Tim Anderson C J.T. Realmuto 2B Jonathan Schoop OF Robbie Grossman OF Akil Baddoo OF Andrew McCutchen 1B Miguel Cabrera 3B Jake Burger,,,
349,2766521156,astrosfan75956,0,83.5,P Lance McCullers Jr. P Robbie Ray 1B Vladimir Guerrero Jr. SS Bo Bichette OF George Springer OF Teoscar Hernández C Danny Jansen 2B Brad Miller 3B Jake Burger OF Gerardo Parra,,,
354,2765746725,thebigtrembowski,0,83.4,P Adam Wainwright P Dylan Cease 1B Vladimir Guerrero Jr. OF Yordan Alvarez 2B Jose Altuve SS Carlos Correa OF Michael Brantley C Christian Vázquez 3B Ronald Torreyes OF Danny Santana,,,
354,2766235261,eric.morris,0,83.4,P Lance McCullers Jr. P Adam Wainwright OF Bryce Harper C J.T. Realmuto 1B Jonathan Schoop SS Didi Gregorius OF Akil Baddoo OF Andrew McCutchen 2B Brad Miller 3B Isan Díaz,,,
354,2766236606,Lord30,0,83.4,P Dylan Cease P Jordan Lyles 1B Vladimir Guerrero Jr. 2B Marcus Semien SS Xander Bogaerts C Buster Posey 3B Cavan Biggio OF Kiké Hernández OF Ian Happ OF Hunter Renfroe,,,
354,2766391010,herm023,0,83.4,P Lance McCullers Jr. P Adam Wainwright SS Trea Turner OF Juan Soto OF Bryce Harper 1B Josh Bell OF Brett Gardner 2B Brad Miller 3B Josh Harrison C Tres Barrera,,,
358,2765991772,tonytohka,0,83.35,P Lance McCullers Jr. P Erick Fedde SS Trea Turner OF Juan Soto OF Cody Bellinger OF Giancarlo Stanton 1B Josh Bell 3B Josh Harrison C Tres Barrera 2B Michael Chavis,,,
358,2766582651,SonniB,0,83.35,P Lance McCullers Jr. P Erick Fedde 1B Rhys Hoskins OF Bryce Harper C J.T. Realmuto SS Xander Bogaerts 2B Jean Segura OF Andrew McCutchen 3B Josh Harrison OF Gerardo Parra,,,
360,2766592293,bh56366,0,83.2,P Robbie Ray P Adam Wainwright 1B Rhys Hoskins OF Bryce Harper OF Giancarlo Stanton 3B DJ LeMahieu 2B Jean Segura SS Ronald Torreyes OF Travis Jankowski C Tres Barrera,,,
361,2766536480,monte97,0,82.7,P Lance McCullers Jr. P Dylan Cease SS Tim Anderson 2B Jonathan Schoop 3B Jeimer Candelario OF Teoscar Hernández C John Hicks OF Adam Engel 1B Miguel Cabrera OF Danny Santana,,,
362,2765906951,Bananalover,0,82.4,P Lance McCullers Jr. P Adam Wainwright OF Bryce Harper C J.T. Realmuto OF Adolis García SS Didi Gregorius 2B Jean Segura OF Andrew McCutchen 3B Brock Holt 1B Danny Santana,,,
362,2765921561,honeybadgerDFS,0,82.4,P Lance McCullers Jr. P Adam Wainwright OF Juan Soto OF Bryce Harper C J.T. Realmuto SS Didi Gregorius 2B Jean Segura OF Brad Miller 3B Brock Holt 1B Danny Santana,,,
362,2766354186,RagingMoose,0,82.4,P Lance McCullers Jr. P Adam Wainwright OF Bryce Harper OF Joey Gallo C J.T. Realmuto 1B Nate Lowe SS Zack Short OF Andrew McCutchen 2B Eli White 3B Jake Burger,,,
365,2766251164,SclipperyLid,0,82.350006,P Adam Wainwright SS Trea Turner OF Bryce Harper OF Joey Gallo 2B DJ LeMahieu C Gary Sánchez OF Kyle Tucker 1B Albert Pujols 3B Jon Berti P Asher Wojciechowski,,,
365,2766601356,dougcaplinger,0,82.35,P Kyle Hendricks P Matt Manning 1B Max Muncy 2B Chris Taylor C Will Smith SS Xander Bogaerts OF Cody Bellinger 3B Yoán Moncada OF Akil Baddoo OF Matt Beaty,,,
367,2766469013,kenneth51,0,82.3,P Erick Fedde 1B Vladimir Guerrero Jr. 2B Marcus Semien OF Joey Gallo SS Bo Bichette OF George Springer OF Adolis García 3B Cavan Biggio C John Hicks P Asher Wojciechowski,,,
367,2766600621,dcustren,0,82.3,P Robbie Ray P Logan Webb 1B Vladimir Guerrero Jr. 2B Marcus Semien SS Bo Bichette OF George Springer C Zack Collins OF Andrew Vaughn 3B Jake Burger OF Billy Hamilton,,,
369,2766376464,Dotrat2,0,81.7,P Lance McCullers Jr. P Dylan Cease SS Bo Bichette OF George Springer OF Randal Grichuk OF Teoscar Hernández 1B Nate Lowe 2B Jean Segura C Christian Vázquez 3B Brock Holt,,,
370,2766237383,huffnoah,0,81.5,P Lance McCullers Jr. P Robbie Ray SS Tim Anderson 1B Jonathan Schoop 3B Yoán Moncada OF Akil Baddoo OF Adam Engel OF Andrew McCutchen C Zack Collins 2B Brad Miller,,,
370,2766487991,Blaze252,0,81.5,P Lance McCullers Jr. P Robbie Ray 1B Vladimir Guerrero Jr. SS Bo Bichette C J.T. Realmuto OF George Springer 2B Brad Miller 3B Josh Harrison OF Gerardo Parra OF Andrew Stevenson,,,
372,2766160474,ouchsoclose,0,81.4,P Lance McCullers Jr. P Adam Wainwright SS Trea Turner OF Juan Soto 2B Jonathan Schoop 1B Josh Bell OF Robbie Grossman 3B Josh Harrison C Tres Barrera OF Myles Straw,,,
372,2766244216,jsizzle727,0,81.4,P Lance McCullers Jr. P Jordan Lyles 2B Jose Altuve SS Carlos Correa 3B Yoán Moncada 1B Yuli Gurriel OF Kyle Tucker OF Michael Brantley OF Adam Engel C Zack Collins,,,
372,2766314611,TCordell65,0,81.4,P Lance McCullers Jr. P Adam Wainwright 1B Rhys Hoskins OF Bryce Harper OF Giancarlo Stanton SS Didi Gregorius 2B Jean Segura C Zack Collins OF Brad Miller 3B Jake Burger,,,
372,2766440716,Fauch11,0,81.4,P Adam Wainwright P Dylan Cease SS Bo Bichette OF Giancarlo Stanton 2B DJ LeMahieu 1B Jesús Aguilar OF Teoscar Hernández C John Hicks OF Greg Allen 3B Jake Burger,,,
372,2766539301,CoachB180,0,81.4,P Lance McCullers Jr. P Jordan Lyles 1B Vladimir Guerrero Jr. OF Bryce Harper OF Yordan Alvarez SS Xander Bogaerts OF Kyle Tucker C Zack Collins 3B Josh Harrison 2B Eli White,,,
377,2766485214,DawsKelv,0,81.35,P Lance McCullers Jr. P Erick Fedde 1B Rhys Hoskins OF Bryce Harper SS Bo Bichette 3B Cavan Biggio 2B Jean Segura OF Andrew McCutchen C Danny Jansen OF Brad Miller,,,
378,2766577673,gogetit31,0,81.3,P Lance McCullers Jr. P Kyle Hendricks OF Bryce Harper OF Joey Gallo OF Adolis García 1B Nate Lowe C John Hicks 2B Jean Segura 3B Brock Holt SS Ronald Torreyes,,,
379,2766583692,lambchopz,0,81.2,P Lance McCullers Jr. P Julio Urías 1B Vladimir Guerrero Jr. 2B Marcus Semien OF Teoscar Hernández OF Lourdes Gurriel Jr. 3B Cavan Biggio SS Ronald Torreyes C Tres Barrera OF Gerardo Parra,,,
380,2766122280,donthaveaname,0,81,P Robbie Ray P Julio Urías SS Trea Turner OF Juan Soto 3B Patrick Wisdom 2B Alcides Escobar 1B LaMonte Wade Jr. OF Greg Allen C Tres Barrera OF Estevan Florial,,,
381,2766123816,BTM_18,0,80.75,P Lance McCullers Jr. P Matt Manning OF Yordan Alvarez 2B Jose Altuve 1B José Abreu SS Carlos Correa 3B Yoán Moncada OF Kyle Tucker OF Michael Brantley C Zack Collins,,,
382,2765987073,Jujujbee5454,0,80.7,P Lance McCullers Jr. P Dylan Cease SS Trea Turner OF Yordan Alvarez 1B Yuli Gurriel OF Kyle Tucker 2B Rougned Odor OF Michael Brantley C Martín Maldonado 3B Josh Harrison,,,
382,2766442450,givemesleeps,0,80.7,P Lance McCullers Jr. P Dylan Cease OF Juan Soto SS Xander Bogaerts OF Giancarlo Stanton 1B Josh Bell OF Kiké Hernández 2B Alcides Escobar C Christian Vázquez 3B Josh Harrison,,,
384,2765849915,ganggreen610,0,80.5,P Lance McCullers Jr. P Robbie Ray C J.T. Realmuto 1B Josh Bell OF Kyle Tucker SS Didi Gregorius OF Robbie Grossman 2B Jean Segura 3B Abraham Toro OF Andrew McCutchen,,,
384,2765883190,dannydonahue7777,0,80.5,P Lance McCullers Jr. P Robbie Ray OF Bryce Harper SS Bo Bichette C J.T. Realmuto 2B Jean Segura OF Akil Baddoo OF Andrew McCutchen 3B Josh Harrison 1B Danny Santana,,,
384,2766148486,ty317,0,80.5,P Lance McCullers Jr. P Robbie Ray 1B Vladimir Guerrero Jr. 2B Marcus Semien SS Bo Bichette OF George Springer 3B Jake Burger C Tres Barrera OF Rafael Ortega OF Matt Beaty,,,
384,2766564417,nickabba,0,80.5,P Robbie Ray P Dylan Cease 1B Vladimir Guerrero Jr. 2B Marcus Semien SS Bo Bichette C Gary Sánchez OF Tyler Wade 3B Josh Harrison OF Greg Allen OF Estevan Florial,,,
388,2766130083,Rjburba,0,80.4,P Adam Wainwright P Dylan Cease 1B Rhys Hoskins SS Bo Bichette OF Teoscar Hernández OF Lourdes Gurriel Jr. 3B Cavan Biggio 2B Jean Segura OF Andrew McCutchen C Danny Jansen,,,
388,2766253080,sprague272000,0,80.4,P Lance McCullers Jr. P Adam Wainwright 1B Rhys Hoskins OF Bryce Harper 3B Yoán Moncada SS Didi Gregorius OF Adam Engel OF Andrew McCutchen 2B Brad Miller C Tres Barrera,,,
388,2766613816,thedkexperience,0,80.4,P Adam Wainwright P Dylan Cease OF Juan Soto OF Joey Gallo 3B DJ LeMahieu 1B Nate Lowe SS Didi Gregorius C Yadier Molina 2B Brad Miller OF Estevan Florial,,,
391,2765998288,uhhuhbro,0,80.35,P Lance McCullers Jr. P Erick Fedde 2B Marcus Semien SS Bo Bichette OF George Springer OF Teoscar Hernández 1B Josh Bell C Danny Jansen OF Andrew Vaughn 3B Jake Burger,,,
392,2766544454,bamamank,0,80.3,P Lance McCullers Jr. P Kyle Hendricks OF Starling Marte 3B Yoán Moncada 2B Cesar Hernandez 1B Patrick Wisdom OF Lourdes Gurriel Jr. SS Didi Gregorius OF Andrew McCutchen C Christian Vázquez,,,
393,2766141664,Fourscore4,0,80.2,P Julio Urías P Dylan Cease OF Yordan Alvarez 2B Jose Altuve SS Carlos Correa OF Kyle Tucker 1B Anthony Rizzo OF Michael Brantley C Christian Vázquez 3B Josh Harrison,,,
394,2765792808,kejenks11,0,79.7,P Lance McCullers Jr. P Dylan Cease OF Yordan Alvarez 2B Jose Altuve SS Xander Bogaerts OF Kyle Tucker 3B Abraham Toro OF Akil Baddoo C Christian Vázquez 1B Danny Santana,,,
394,2766471392,owen27_glass,0,79.7,P Lance McCullers Jr. P Dylan Cease OF Yordan Alvarez 2B Jose Altuve SS Carlos Correa OF Kyle Tucker OF Michael Brantley C Christian Vázquez 3B Josh Harrison 1B Bobby Dalbec,,,
394,2766594373,whamola17,0,79.7,P Lance McCullers Jr. P Dylan Cease OF Yordan Alvarez 2B Jose Altuve C Gary Sánchez 3B Cavan Biggio SS Gleyber Torres OF Michael Brantley OF Akil Baddoo 1B Danny Santana,,,
397,2766578282,Nikhil1989,0,79.65,P Lance McCullers Jr. 1B Vladimir Guerrero Jr. 2B Marcus Semien OF Juan Soto SS Bo Bichette OF Randal Grichuk OF Teoscar Hernández 3B Josh Harrison C Tres Barrera P Asher Wojciechowski,,,
398,2765939656,chrissair,0,79.5,P Lance McCullers Jr. P Robbie Ray OF Juan Soto OF Bryce Harper 1B Josh Bell SS Didi Gregorius 2B Jean Segura OF Andrew McCutchen 3B Josh Harrison C Tres Barrera,,,
398,2766498003,dawgg4456,0,79.5,P Lance McCullers Jr. P Robbie Ray 1B Rhys Hoskins OF Bryce Harper C J.T. Realmuto SS Zack Short OF Andrew McCutchen 2B Harold Castro 3B Ronald Torreyes OF Derek Hill,,,
400,2765810911,Dallas0827,0,79.4,P Lance McCullers Jr. P Adam Wainwright SS Bo Bichette OF George Springer OF Teoscar Hernández 1B Nate Lowe OF Lourdes Gurriel Jr. C John Hicks 3B Brock Holt 2B Eli White,,,
400,2766358331,norraist,0,79.4,P Lance McCullers Jr. P Adam Wainwright OF Bryce Harper OF Adam Duvall OF George Springer C Gary Sánchez SS Didi Gregorius 2B Brad Miller 3B Isan Díaz 1B Danny Santana,,,
400,2766470261,mohawk86,0,79.4,P Lance McCullers Jr. P Adam Wainwright 1B Rhys Hoskins OF Bryce Harper OF Adolis García SS Didi Gregorius C John Hicks OF Andrew McCutchen 2B Brad Miller 3B Brock Holt,,,
403,2766480201,frquis,0,79.35,P Lance McCullers Jr. P Erick Fedde OF Juan Soto OF Yordan Alvarez 2B Jose Altuve SS Carlos Correa OF Andrew McCutchen C Zack Collins 3B Josh Harrison 1B Danny Santana,,,
404,2766530048,mymanstu,0,79.2,P Robbie Ray P Jordan Lyles OF Juan Soto C J.T. Realmuto OF Giancarlo Stanton OF Starling Marte SS Didi Gregorius 1B Bobby Bradley 2B Jean Segura 3B Ronald Torreyes,,,
405,2766477798,rearranged68,0,79.1,P Adam Wainwright P Jordan Lyles 1B Vladimir Guerrero Jr. 2B Marcus Semien SS Bo Bichette C Gary Sánchez OF Lourdes Gurriel Jr. OF Tyler O'Neill OF Dylan Carlson 3B Ronald Torreyes,,,
406,2766358807,Troncat77,0,78.7,P Lance McCullers Jr. P Dylan Cease OF Juan Soto OF Bryce Harper C J.T. Realmuto SS Didi Gregorius 2B Jean Segura OF Andrew McCutchen 3B Isan Díaz 1B Danny Santana,,,
406,2766552666,xXxPLOSIVE,0,78.7,P Lance McCullers Jr. P Dylan Cease 1B Vladimir Guerrero Jr. OF Bryce Harper C J.T. Realmuto SS Didi Gregorius OF Adam Engel OF Andrew McCutchen 2B Brad Miller 3B Jake Burger,,,
406,2766611461,SCGame07,0,78.7,P Lance McCullers Jr. P Dylan Cease 1B Vladimir Guerrero Jr. SS Trea Turner OF Juan Soto OF Michael Brantley 2B Alcides Escobar C Christian Vázquez 3B Josh Harrison OF Gerardo Parra,,,
409,2765949155,Prf15,0,78.5,P Robbie Ray P Dylan Cease 1B Jonathan Schoop OF George Springer OF Teoscar Hernández OF Lourdes Gurriel Jr. SS Didi Gregorius 2B Rougned Odor 3B Cavan Biggio C Danny Jansen,,,
409,2766508677,rybutts13,0,78.5,P Lance McCullers Jr. P Robbie Ray SS Trea Turner OF Juan Soto 1B Rhys Hoskins 2B Jean Segura OF Andrew McCutchen 3B Josh Harrison C Tres Barrera OF Gerardo Parra,,,
409,2766538332,kcsnyder,0,78.5,P Lance McCullers Jr. P Robbie Ray 1B Jesús Aguilar OF Randal Grichuk OF Teoscar Hernández SS Gleyber Torres C Yadier Molina 3B Abraham Toro OF Akil Baddoo 2B Alcides Escobar,,,
409,2766613386,TonyCincotta,0,78.5,P Lance McCullers Jr. P Robbie Ray SS Bo Bichette C J.T. Realmuto OF George Springer 2B Rougned Odor OF Ian Happ OF Akil Baddoo 3B Josh Harrison 1B Danny Santana,,,
413,2766100371,starrstrukk,0,78.4,P Lance McCullers Jr. P Adam Wainwright 2B Marcus Semien SS Bo Bichette OF George Springer OF Teoscar Hernández OF Andrew McCutchen C Danny Jansen 1B Miguel Cabrera 3B Jake Burger,,,
413,2766580958,ghostspider74,0,78.4,P Lance McCullers Jr. P Adam Wainwright SS Trea Turner OF Juan Soto OF Adolis García 1B Nate Lowe C John Hicks 3B Brock Holt OF Josh Harrison 2B Eli White,,,
415,2766362438,testosterpwn,0,78.2,P Lance McCullers Jr. P Julio Urías 1B José Abreu C J.T. Realmuto 3B Yoán Moncada SS Miguel Rojas 2B Jean Segura OF Andrew McCutchen OF Brad Miller OF Travis Jankowski,,,
416,2766211122,RallyCap306,0,78.1,P Adam Wainwright P Jordan Lyles 1B Vladimir Guerrero Jr. 2B Marcus Semien OF George Springer OF Randal Grichuk OF Lourdes Gurriel Jr. SS Didi Gregorius C Yadier Molina 3B Jake Burger,,,
417,2766298404,thg803,0,77.7,P Lance McCullers Jr. P Dylan Cease OF Bryce Harper SS Tim Anderson 3B Yoán Moncada 1B Josh Bell 2B Leury García C John Hicks OF Brad Miller OF Travis Jankowski,,,
418,2765852155,darsh314,0,77.5,P Lance McCullers Jr. P Robbie Ray OF Bryce Harper OF Giancarlo Stanton C Gary Sánchez SS Didi Gregorius 2B Jean Segura OF Andrew McCutchen 1B Miguel Cabrera 3B Ronald Torreyes,,,
418,2766110928,bkreider,0,77.5,P Lance McCullers Jr. P Robbie Ray SS Tim Anderson OF Joey Gallo 1B Jonathan Schoop C John Hicks OF Akil Baddoo 2B Nick Solak 3B Brock Holt OF David Dahl,,,
418,2766218041,SpursPatrick35,0,77.5,P Lance McCullers Jr. P Robbie Ray 1B Rhys Hoskins OF Bryce Harper SS Carlos Correa 2B Jean Segura OF Andrew McCutchen C Christian Vázquez OF Brad Miller 3B Josh Harrison,,,
418,2766484851,bulldog0202,0,77.5,P Robbie Ray P Dylan Cease OF Juan Soto OF Bryce Harper 1B José Abreu SS Didi Gregorius 2B Jean Segura OF Andrew McCutchen 3B Ronald Torreyes C Tres Barrera,,,
422,2766337322,panama82,0,77.4,P Adam Wainwright P Dylan Cease OF Yordan Alvarez 2B Jose Altuve SS Bo Bichette C J.T. Realmuto OF George Springer 3B Isan Díaz 1B Danny Santana OF Matt Beaty,,,
423,2766216828,EAP1978,0,77.2,P Lance McCullers Jr. P Julio Urías C Gary Sánchez 1B Josh Bell OF Kyle Tucker OF Lourdes Gurriel Jr. 3B Cavan Biggio SS Gleyber Torres 2B Nico Hoerner OF Michael Brantley,,,
423,2766493632,thay3r,0,77.2,P Robbie Ray P Jordan Lyles SS Trea Turner OF Juan Soto OF Bryce Harper C J.T. Realmuto 1B Josh Bell 2B Jean Segura 3B Josh Harrison OF Gerardo Parra,,,
423,2766562539,dandre1985,0,77.2,P Lance McCullers Jr. P Julio Urías OF Yordan Alvarez 2B Jose Altuve SS Carlos Correa OF Kyle Tucker 3B Cavan Biggio OF Michael Brantley C Tres Barrera 1B Matt Beaty,,,
423,2766595635,LiLmIkE11119,0,77.2,P Julio Urías P Dylan Cease 2B Jose Altuve OF Joey Gallo SS Carlos Correa OF Adolis García 1B Nate Lowe OF Michael Brantley 3B Brock Holt C Martín Maldonado,,,
427,2766358145,jmrutkowski,0,77.1,P Dylan Cease P Michael Pineda SS Trea Turner OF Juan Soto OF Yordan Alvarez 2B Jose Altuve 1B Josh Bell OF Michael Brantley 3B Josh Harrison C Tres Barrera,,,
428,2766513229,akrantinam,0,77,P Adam Wainwright P Kyle Hendricks OF Bryce Harper OF Cody Bellinger 3B Jeimer Candelario 1B Nate Lowe SS Didi Gregorius OF Akil Baddoo C Zack Collins 2B Brad Miller,,,
429,2766599488,dylansmith1934,0,76.7,P Lance McCullers Jr. P Dylan Cease SS Trea Turner OF Juan Soto OF Bryce Harper OF Giancarlo Stanton 2B Alcides Escobar 3B Josh Harrison C Tres Barrera 1B Matt Beaty,,,
430,2766398722,Rosetown1,0,76.5,P Lance McCullers Jr. P Robbie Ray C Will Smith OF George Springer 1B Anthony Rizzo SS Didi Gregorius OF Ian Happ 2B Jean Segura OF Jason Heyward 3B Josh Harrison,,,
431,2766198339,adadof2,0,76.4,P Lance McCullers Jr. P Adam Wainwright SS Trea Turner OF Juan Soto OF Adolis García 1B Nate Lowe C John Hicks 2B Nick Solak 3B Josh Harrison OF Gerardo Parra,,,
432,2766436425,Pillagingpirate,0,76.2,P Julio Urías P Dylan Cease 1B Vladimir Guerrero Jr. 2B Marcus Semien OF George Springer OF Randal Grichuk OF Lourdes Gurriel Jr. 3B Brock Holt SS Ronald Torreyes C Tres Barrera,,,
433,2766517495,The_Maharishi,0,75.9,P Lance McCullers Jr. 2B Marcus Semien SS Bo Bichette C J.T. Realmuto OF George Springer 3B Yoán Moncada 1B Yuli Gurriel OF Akil Baddoo OF Andrew McCutchen P Nick Neidert,,,
434,2766454977,ram8766,0,75.7,P Lance McCullers Jr. P Dylan Cease OF Yordan Alvarez 2B Jose Altuve 1B Yuli Gurriel OF Kyle Tucker SS Didi Gregorius OF Michael Brantley 3B Isan Díaz C Tres Barrera,,,
435,2766435109,cj1128,0,75.5,P Lance McCullers Jr. P Robbie Ray OF Juan Soto OF Bryce Harper 1B Josh Bell SS Didi Gregorius 2B Jean Segura OF Andrew McCutchen 3B Isan Díaz C Tres Barrera,,,
435,2766590507,Roadrunner2161,0,75.5,P Lance McCullers Jr. P Robbie Ray 1B Vladimir Guerrero Jr. SS Bo Bichette OF Teoscar Hernández OF Lourdes Gurriel Jr. 2B Alcides Escobar C Danny Jansen 3B Josh Harrison OF Gerardo Parra,,,
437,2766001432,Chi_Chi,0,75.4,P Lance McCullers Jr. P Adam Wainwright SS Trea Turner OF Yordan Alvarez 1B Yuli Gurriel OF Kyle Tucker OF Michael Brantley 2B Alcides Escobar 3B Josh Harrison C Tres Barrera,,,
